Profanity,Canonical Form 1,Canonical Form 2,Canonical Form 3,Severity Rating
fukkers,fuck,,,2
fuk,fuck,,,2
fuckmachine,fuck,,,2
fuckin,fuck,,,2
fucca,fuck,,,2
fucker off,fuck,,,2
fucc,fuck,,,2
fuccs,fuck,,,2
fuck off,fuck,,,2
fuckahs,fuck,,,2
f0cked,fuck,,,2
f0ck,fuck,,,2
fcked,fuck,,,2
fcuk,fuck,,,2
fccuker,fuck,,,2
fcks,fuck,,,2
fckin,fuck,,,2
fckked,fuck,,,2
fckedup,fuck,,,2
fellatio aficionado,fellatio,,,2
fackuhs,fuck,,,2
focker,fuck,,,2
flamer,flamer,,,2
fked,fuck,,,2
fk bunny,fuck,,,2
dumb fucker,fuck,,,2
dick breath,dick,,,2
dickmuncher,dick,,,2
dickface,dick,,,2
dickhead,dick,,,2
d1cksukka,dick,,,2
cocksucked,cock,,,2
cocsuck,cock,,,2
cocksucc,cock,,,2
cocksuk,cock,,,2
cockface,cock,,,2
cocksuka,cock,,,2
cockhed,cock,,,2
cyberfucs,fuck,,,2
cunnilingus,cunnilingus,,,2
cumz,cum,,,2
cyberfukk,fuck,,,2
cum goon,cum,,,2
clusterfucks,fuck,,,2
cock-suckers,cock,,,2
cock-sucker,cock,,,2
cock head,cock,,,2
cock munch,cock,,,2
cock licker,cock,,,2
c0ckhead,cock,,,2
c0cksuccer,cock,,,2
clitlickers,clit,,,2
c0cksucked,cock,,,2
choad nectar,choad,,,2
butt-munchers,butt,,,2
clusterfucking,fuck,,,2
blow job,blowjob,,,2
5kank,skank,,,2
arse gobbler,arse,,,2
arse-bandit,arse,,,2
anus plug,anus,,,2
ass-hole,ass,,,2
analplugs,anal,,,2
tossing salad,tossing salad,,,1.8
throat yogurt,throat yogurt,,,1.8
suck my d,dick,,,1.8
trashybitches,bitch,,,1.8
trashb1tch,bitch,trash,,1.8
suck off,suck,,,1.8
twat,twat,,,1.8
wankbastard,wank,bastard,,1.8
willy-whacker,willy-whacker,,,1.8
whoar,whore,,,1.8
window licker,window licker,,,1.8
whor3,whore,,,1.8
whore,whore,,,1.8
tw@t,twat,,,1.8
shitfk,shit,fuck,,1.8
shittyfuck,fuck,shit,,1.8
shithead,shit,,,1.8
shitheads,shit,,,1.8
shitsdick,shit,dick,,1.8
shithole,shit,,,1.8
sonz of bitchez,bitch,,,1.8
stfu,fuck,,,1.8
skank,skank,,,1.8
shtfuk,shit,fuck,,1.8
slutty,slut,,,1.8
s-lut,slut,,,1.8
shiteblimps,shit,,,1.8
shitehead,shit,,,1.8
shit stain,shit,,,1.8
shitbird,shit,,,1.8
shitdip,shit,,,1.8
shitefulls,shit,,,1.8
shemal3,shemale,,,1.8
shit face,shit,,,1.8
shit head,shit,,,1.8
shit-stuffers,shit,,,1.8
shemales,shemale,,,1.8
phukking,fuck,,,1.8
rat baztad,bastard,,,1.8
puta,punta,,,1.8
punani,punani,,,1.8
prick-head,prick,,,1.8
retardotron,retard,,,1.8
queers,queer,,,1.8
pussywhipped,pussy,,,1.8
pole sucker,pole sucker,,,1.8
phuccing,fuck,,,1.8
phuck3r,fuck,,,1.8
phukk,fuck,,,1.8
phukup,fuck,,,1.8
phuqs,fuck,,,1.8
phucup,fuck,,,1.8
nob jokeys,knob,,,1.8
peter puffer,peter puffer,,,1.8
nobjockies,knob,,,1.8
nutsack,nutsack,,,1.8
nobj0key,knob,,,1.8
nobjokeys,knob,,,1.8
packing fudgehead,fudge packer,,,1.8
p3n1shead,penis,,,1.8
muffindiving,muff,,,1.8
muffindivin,muff,,,1.8
mufdive,muff,,,1.8
mfer,motherfucker,,,1.8
mong,mong,,,1.8
mfing,motherfucker,,,1.8
milf,milf,,,1.8
kkk,kkk,,,1.8
knob jockey,knob,,,1.8
jizzsacks,jizz,,,1.8
knickers,nigger,,,1.8
kiddy touch,kidtoucher,,,1.8
knobeds,knob,,,1.8
knob gobbler,knob,,,1.8
knobgobbler,knob,,,1.8
klan,klan,,,1.8
knobjockies,knob,,,1.8
knobjokeys,knob,,,1.8
hoar,whore,,,1.8
g@ylord,gay,,,1.8
gobshite,shit,,,1.8
fvckin,fuck,,,1.8
gay shit,gay,shit,,1.8
goddamned,damn,,,1.8
god damn it,damn,,,1.8
geebag,garbage bag,,,1.8
fucked,fuck,,,1.8
fucking shit,fuck,shit,,1.8
fuq,fuck,,,1.8
fvck,fuck,,,1.8
fugged,fuck,,,1.8
fuck up,fuck,,,1.8
f@k,fuck,,,1.8
erectoplasm,erectoplasm,,,1.8
f'ed,fuck,,,1.8
fcka,fuck,,,1.8
fothermuckers,motherfucker,,,1.8
fooker,fuck,,,1.8
fookuh,fuck,,,1.8
fkings,fuck,,,1.8
dick face,dick,,,1.8
dumbass son-of-a-bitch,bitch,ass,,1.8
dick-face,dick,,,1.8
dick head,dick,,,1.8
d1ckhead,dick,,,1.8
d1ckheads,dick,,,1.8
d1cksucker,dick,,,1.8
dick-head,dick,,,1.8
dickskin,dick,,,1.8
dick-gobbler,dick,,,1.8
dipshitty,shit,,,1.8
dickslapper,dick,,,1.8
coksucka,cock,,,1.8
cockgobbler,cock,,,1.8
cockmuncher,cock,,,1.8
coolie,coolie,,,1.8
cockhead,cock,,,1.8
cockskin,cock,,,1.8
d0ggy style,doggy style,,,1.8
cock suck,cock,,,1.8
cock-head,cock,,,1.8
bum-bandits,bum,,,1.8
cock tease,cock,,,1.8
cock knocker,cock,,,1.8
cobb knobbler,knob,,,1.8
clusterfuck,fuck,,,1.8
c0xux0r,cock,,,1.8
bastinado,bastard,,,1.8
bitchasses,bitch,ass,,1.8
bitchy ass,bitch,ass,,1.8
assmunch,ass,,,1.8
asshol3,ass,,,1.8
ass-bandit,ass,,,1.8
arseshit,arse,shit,,1.8
arse-hole,arse,,,1.8
0ral sex,sex,,,1.8
abeed,abeed,,,1.8
anilingus,anal,,,1.8
twatt,twat,,,1.6
twattish,twat,,,1.6
turdhead,turd,,,1.6
sumbitch,bitch,,,1.6
twats,twat,,,1.6
turdcutter,turd,,,1.6
tramp,tramp,,,1.6
w4nk3r,wank,,,1.6
wankies,wank,,,1.6
sluts,slut,,,1.6
soppy bollucks,bollocks,,,1.6
shitty mofoes,shit,motherfucker,,1.6
shylock,shylock,,,1.6
sons of b1tches,bitch,,,1.6
shittyful,shit,,,1.6
skankz,skank,,,1.6
sk@nks,skank,,,1.6
son o bitch,bitch,,,1.6
sons of bitches,bitch,,,1.6
slit,slit,,,1.6
soab,bitch,,,1.6
slag,slag,,,1.6
s.o.b.s,bitch,,,1.6
shitefuck,fuck,shit,,1.6
shitblimp,shit,,,1.6
shitblimps,shit,,,1.6
shit-bandit,shit,,,1.6
shit for brains,shit,,,1.6
shit-arse,shit,arse,,1.6
pu55y,pussy,,,1.6
pu$sy,pussy,,,1.6
rat bastard,bastard,,,1.6
pillow-biter,pillow biter,,,1.6
nobhead,knob,,,1.6
nutsacks,nutsack,,,1.6
pancake face,pancake face,,,1.6
peckerhead,pecker,,,1.6
n0bhead,knob,,,1.6
mfk,motherfucker,,,1.6
knobheads,knob,,,1.6
knobhead,knob,,,1.6
jizzy,jizz,,,1.6
knob-gobbler,knob,,,1.6
knobendy,knob,,,1.6
jizzing,jizz,,,1.6
knob-face,knob,,,1.6
jizz,jizz,,,1.6
kiss my ass,ass,,,1.6
jerkoff,jerk off,,,1.6
knob3d,knob,,,1.6
jailba!t,jailbait,,,1.6
harry palms,harry palms,,,1.6
jackoffz,jack off,,,1.6
goddamn,damn,,,1.6
god dammit,damn,,,1.6
goddamnit,damn,,,1.6
gowl,gowl,,,1.6
fxck,fuck,,,1.6
gaylord,gay,,,1.6
g0ddamned,damn,,,1.6
fuc,fuck,,,1.6
dumbshit,shit,,,1.6
f'er,fuck,,,1.6
dump a load,dump a load,,,1.6
fellator,fellatio,,,1.6
feck,fuck,,,1.6
fckyeah,fuck,,,1.6
fick,fuck,,,1.6
fkbny,fuck,,,1.6
fook,fuck,,,1.6
fingerbanged,finger,,,1.6
f@ck,fuck,,,1.6
double dick,dick,,,1.6
dipsh1t,shit,,,1.6
dipshits,shit,,,1.6
dipshite,shit,,,1.6
dickvag,dick,,,1.6
dikhead,dick,,,1.6
dickheads,dick,,,1.6
dipsh1tty,shit,,,1.6
dipshitter,shit,,,1.6
dipshidiot,shit,,,1.6
cocks,cock,,,1.6
cumming,cum,,,1.6
coot,coot,,,1.6
cholo,cholo,,,1.6
carpetmunching,carpet muncher,,,1.6
c0cks,cock,,,1.6
bj,blowjob,,,1.6
bender,bender,,,1.6
asswipe,ass,,,1.6
azzhole,ass,,,1.6
bastards,bastard,,,1.6
bangbros,bang,,,1.6
bater,masturbate,,,1.6
bonk juice,bonk,,,1.6
bizzach,bitch,,,1.6
bitchness,bitch,,,1.6
blow a load,blow a load,,,1.6
bitchass,bitch,ass,,1.6
bitches,bitch,,,1.6
ape shit,ape,shit,,1.6
assholes,ass,,,1.6
ass licking,ass,,,1.6
assface,ass,,,1.6
ape shite,ape,shit,,1.6
ass bandit,ass,,,1.6
@sshole,ass,,,1.6
analingus,anal,,,1.6
3jakulating,ejaculation,,,1.6
ashole,ass,,,1.6
trashbtch,bitch,trash,,1.4
upskirts,upskirt,,,1.4
trasherbitch,bitch,trash,,1.4
trousersnake,trousersnake,,,1.4
sum of a bitch,bitch,,,1.4
tadger,tadger,,,1.4
trashbitches,bitch,trash,,1.4
zip in the wire,zipperhead,,,1.4
wang,wang,,,1.4
shitting,shit,,,1.4
skanky,skank,,,1.4
sons-of-bitches,bitch,,,1.4
shmale,shemale,,,1.4
sonofabitch,bitch,,,1.4
stump chewer,stump chewer,,,1.4
sk@nkz,skank,,,1.4
shipdit,shit,,,1.4
pusses,pussy,,,1.4
puzzies,pussy,,,1.4
pussy,pussy,,,1.4
pussy cat,pussy,,,1.4
puussy,pussy,,,1.4
puss,pussy,,,1.4
pigshit,shit,pig,,1.4
piss shit,piss,shit,,1.4
piss face,piss,,,1.4
pissoffs,piss,,,1.4
penishead,penis,,,1.4
nut butter,nut butter,,,1.4
nymphomaniac,nymph,,,1.4
pecker,pecker,,,1.4
nobbyhead,knob,,,1.4
nonce,nonce,,,1.4
nobheads,knob,,,1.4
mushroom tip,mushroom tip,,,1.4
muff,muff,,,1.4
m@asterbated,masturbate,,,1.4
loose woman,loose,,,1.4
ladyboyz,ladyboy,,,1.4
knob,knob,,,1.4
knobends,knob,,,1.4
knobead,knob,,,1.4
knobed,knob,,,1.4
knobeads,knob,,,1.4
knobendz,knob,,,1.4
jim crow,jim crow,,,1.4
jerk-0ffs,jerk off,,,1.4
jerks off,jerk off,,,1.4
ladboyz,ladyboy,,,1.4
ladboys,ladyboy,,,1.4
l3itch,bitch,,,1.4
jack off,jackoff,,,1.4
horse's asses,ass,,,1.4
jack-offs,jack off,,,1.4
j-offs,jerk off,,,1.4
girlieboy,girlyboy,,,1.4
god damn,damn,,,1.4
groper,grope,,,1.4
godd@amn,damn,,,1.4
gayness,gay,,,1.4
girlyboy,girlyboy,,,1.4
godd@mnit,damn,,,1.4
god-damned,damn,,,1.4
goddamn son-of-a-bitch,damn,bitch,,1.4
fugly,fuck,,,1.4
fack,fuck,,,1.4
fingerpop,finger,,,1.4
doosh,douche,,,1.4
doggy style,doggy style,,,1.4
douche canoe,douche,,,1.4
doggy_style,doggy style,,,1.4
dogshits,shit,,,1.4
double-dong,dong,,,1.4
dumbarrassed,ass,,,1.4
douchebag,douche,,,1.4
dipshit,shit,,,1.4
d1ldo,dildo,,,1.4
dumbass,ass,,,1.4
dickless,dick,,,1.4
d1cks,dick,,,1.4
cockless,cock,,,1.4
d!ld0,dildo,,,1.4
d!ldo,dildo,,,1.4
crazy sob,bitch,,,1.4
coot coot,coot,,,1.4
crows,crow,,,1.4
cums,cum,,,1.4
crazy mofos,motherfucker,,,1.4
crotchy,crotch,,,1.4
bwc,cock,,,1.4
c0x,cock,,,1.4
choke the chicken,choke the chicken,,,1.4
caaak,cock,,,1.4
cawk,cock,,,1.4
buttermilk,buttermilk,,,1.4
breasticles,breast,,,1.4
cock,cock,,,1.4
b1tch,bitch,,,1.4
baby batter,baby batter,,,1.4
b1tch3s,bitch,,,1.4
beat the meat,meat,,,1.4
b1tchs,bitch,,,1.4
beat your meat,meat,,,1.4
b1otch,bitch,,,1.4
b17ch,bitch,,,1.4
bbc,cock,,,1.4
b1tchees,bitch,,,1.4
b1tches,bitch,,,1.4
b！tch,bitch,,,1.4
bitcher,bitch,,,1.4
bollocktician,bollocks,,,1.4
biches,bitch,,,1.4
biotchez,bitch,,,1.4
bitch,bitch,,,1.4
bitchers,bitch,,,1.4
bi+ch,bitch,,,1.4
bitchez,bitch,,,1.4
asswhole,ass,,,1.4
apeshite,ape,shit,,1.4
arsehole,arse,,,1.4
arsewipe,arse,,,1.4
ar5ehole,arse,,,1.4
apeshit,ape,shit,,1.4
4r5e,arse,,,1.4
4r5ed,arse,,,1.4
4r5es,arse,,,1.4
twa+,twat,,,1.2
tosser,tosser,,,1.2
vajayjay,vagina,,,1.2
vag,vagina,,,1.2
tart,tart,,,1.2
twink,twink,,,1.2
trasherbitchs,bitch,trash,,1.2
tickle the pickle,tickle the pickle,,,1.2
trashbitchez,bitch,trash,,1.2
wanked,wank,,,1.2
w@nker,wank,,,1.2
whack off,whack off,,,1.2
tallywacker,tallywacker,,,1.2
shittiest,shit,,,1.2
shittastic,shit,,,1.2
shittings,shit,,,1.2
shitted,shit,,,1.2
son-of-a-bitch,bitch,,,1.2
skanks,skank,,,1.2
sixty-nine,69,,,1.2
sonna bitch,bitch,,,1.2
spunk,spunk,,,1.2
son of a bitch,bitch,,,1.2
s.o.b.,bitch,,,1.2
s_h_i_,shit,,,1.2
shited,shit,,,1.2
shitfaced,shit,,,1.2
shitey,shit,,,1.2
sh1tsome,shit,,,1.2
sh! +,shit,,,1.2
sh1t,shit,,,1.2
shit,shit,,,1.2
scummy,scum,,,1.2
sh1tty,shit,,,1.2
shat,shit,,,1.2
reacharound,reacharound,,,1.2
pull the pud,pull the pud,,,1.2
puzzy,pussy,,,1.2
punkasses,ass,,,1.2
pissoff,piss,,,1.2
prick-face,prick,,,1.2
nuggets,nigger,,,1.2
nobs,knob,,,1.2
palm jockey,palm jockey,,,1.2
octopussy,pussy,,,1.2
man meat,meat,,,1.2
meat-sword,meat,,,1.2
knobd,knob,,,1.2
knob3nd,knob,,,1.2
knobes,knob,,,1.2
knobend,knob,,,1.2
jerk-0ff,jerk off,,,1.2
jerk-off,jerk off,,,1.2
jerkoffs,jerk off,,,1.2
jerkoff jerking off,jerk off,,,1.2
l3i+ch,bitch,,,1.2
l3i + ch,bitch,,,1.2
l3itches,bitch,,,1.2
horseshit,shit,,,1.2
jackasss,ass,,,1.2
jackoffs,jack off,,,1.2
horse shit,shit,,,1.2
jack-off,jack off,,,1.2
g0ddamn,damn,,,1.2
god-dam,damn,,,1.2
god damned,damn,,,1.2
fatasses,ass,,,1.2
fatass,ass,,,1.2
dogsh1t,shit,,,1.2
dog shit,shit,,,1.2
dong,dong,,,1.2
dog's bollocks,bollocks,,,1.2
dumb bastard,bastard,,,1.2
doggo style,doggy style,,,1.2
double pen,double pen,,,1.2
dumb@ss,ass,,,1.2
diks,dick,,,1.2
dipstick,dipstick,,,1.2
dipshat,shit,,,1.2
dlck,dick,,,1.2
dickz,dick,,,1.2
cooter,coot,,,1.2
cack,cock,,,1.2
c0ck,cock,,,1.2
cameltoe,cameltoe,,,1.2
cagone,cojones,,,1.2
butthole,butt,,,1.2
cawks,cock,,,1.2
bugger,bugger,,,1.2
bullshit,shit,,,1.2
batshite,shit,,,1.2
bellend,bellend,,,1.2
beat my meat,meat,,,1.2
b1tch1ng,bitch,,,1.2
bastard,bastard,retard,,1.2
beyotch,bitch,,,1.2
b1tchy,bitch,,,1.2
b1tchin,bitch,,,1.2
axe wound,wound,,,1.2
b1otchs,bitch,,,1.2
b1tching,bitch,,,1.2
basturd,bastard,,,1.2
b1tchez,bitch,,,1.2
bassturd,bastard,,,1.2
b0llocks,bollocks,,,1.2
beat off,beat off,,,1.2
bastid,bastard,,,1.2
bitchy,bitch,,,1.2
bitchlike,bitch,,,1.2
bi + ch,bitch,,,1.2
bitch3s,bitch,,,1.2
bollockchops,bollocks,,,1.2
b to the inch,bitch,,,1.2
biatch,bitch,,,1.2
bitchin,bitch,,,1.2
biotches,bitch,,,1.2
beyoch,bitch,,,1.2
bitched,bitch,,,1.2
bollocks,bollocks,,,1.2
bishes,bitch,,,1.2
blowjob,blowjob,,,1.2
asshat,ass,,,1.2
asshole,ass,,,1.2
arse hole,arse,,,1.2
ass hole,ass,,,1.2
ass kisser,ass,,,1.2
abbie,abraham,,,1.2
taking the piss,taking the piss,,,1
swine,swine,,,1
trouser snake,trouser snake,,,1
vulva,vulva,,,1
weiner,weiner,,,1
wanker,wank,,,1
wise ass,ass,,,1
tits,tit,,,1
wanks,wank,,,1
wank3r,wank,,,1
wankers,wank,,,1
wank off,wank,,,1
wnker,wank,,,1
wank,wank,,,1
weenie,weenie,,,1
wank3rs,wank,,,1
w4nker,wank,,,1
w@nkers,wank,,,1
wanking,wank,,,1
stupidasses,ass,,,1
suck,suck,,,1
shitte,shit,,,1
shitter,shit,,,1
shits,shit,,,1
shitties,shit,,,1
shitti,shit,,,1
shitty,shit,,,1
shitsful,shit,,,1
snatch,snatch,,,1
spanking,spank,,,1
sperm,sperm,,,1
shlong,shlong,,,1
sphincter,sphincter,,,1
sonofbitches,bitch,,,1
sissy,sissy,,,1
sk@nky,skank,,,1
s&m,sadomasochism,,,1
s/h/i/t,shit,,,1
sack,ballsack,,,1
s_h_i_s,shit,,,1
sh1s,shit,,,1
shites,shit,,,1
shite,shit,,,1
sh1t3,shit,,,1
sh!+,shit,,,1
sh1ts,shit,,,1
shiat,shit,,,1
schlong,schlong,,,1
sh1tt,shit,,,1
shi+,shit,,,1
sheet,shit,,,1
shit3,shit,,,1
shi+y,shit,,,1
scut,scut,,,1
sheeeet,shit,,,1
shet,shit,,,1
sh1te,shit,,,1
shi+e,shit,,,1
ramrod,ramrod,,,1
prick,prick,,,1
pricks,prick,,,1
rectum,rectum,,,1
pussies,pussy,,,1
peter,peter puffer,,,1
peen,penis,,,1
nympho,nymph,,,1
peener,penis,,,1
man chowder,man chowder,,,1
man seed,man seed,,,1
klitoris,clit,,,1
knobe,knob,,,1
jerk off,jerk off,,,1
knober,knob,,,1
kiss ass,ass,,,1
jagoff,jack off,,,1
jailbait,jailbait,,,1
jerk-offs,jerk off,,,1
jerking off,jerk off,,,1
jackarse,arse,,,1
ja!lbait,jailbait,,,1
j3rk,jerk,,,1
jackasses,ass,,,1
ja1lbait,jailbait,,,1
hustler,hustler,,,1
jackass,ass,,,1
hooters,hooters,,,1
greaser,greaser,,,1
go to hell,hell,,,1
girly bits,girly bits,,,1
g0ddamnit,damn,,,1
gayest,gay,,,1
goddammit,damn,,,1
full of shit,shit,,,1
funbags,funbags,,,1
finger,finger,,,1
forked,fuck,,,1
dogshit,shit,,,1
dumbasses,ass,,,1
douche,douche,,,1
dix,dick,,,1
dlcks,dick,,,1
dogsh1ts,shit,,,1
douche bag,douche,,,1
dogstyle,doggy style,,,1
dogie style,doggy style,,,1
dolt,dolt,,,1
dumasses,ass,,,1
d1ck,dick,,,1
dild0,dildo,,,1
d1ckz,dick,,,1
dicks,dick,,,1
diddle,diddle,,,1
d!ck,dick,,,1
crow,crow,,,1
crotch,crotch,,,1
cooties,cooties,,,1
d!cks,dick,,,1
chesticles,testicles,,,1
cajones,cojones,,,1
caca,shit,,,1
butt hole,butt,,,1
bull shit,shit,,,1
bumhole,bum,,,1
breasts,breast,,,1
bugger off,bugger,,,1
bullshi,shit,,,1
bullshite,shit,,,1
booty,booty,,,1
bung hole,bung,,,1
b1tch35,bitch,,,1
ballbag,bollocks,,,1
b0llock,bollocks,,,1
basterd,bastard,,,1
batshit,shit,,,1
bastardish,bastard,,,1
azz,ass,,,1
b00bz,boobs,,,1
bewbs,boobs,,,1
beeotch,bitch,,,1
bates,masturbate,,,1
bell end,bellend,,,1
b1+ch,bitch,,,1
bitchin',bitch,,,1
boll0ck,bollocks,,,1
bitchs,bitch,,,1
bondage,bondage,,,1
biotch,bitch,,,1
boobs,boobs,,,1
bitching,bitch,,,1
bollox,bollocks,,,1
bollock,bollocks,,,1
bitchslap,bitch,,,1
boner,boner,,,1
arse,arse,,,1
ar5e,arse,,,1
anus,anus,,,1
ass,ass,,,1
asses,ass,,,1
0ral seks,sex,,,1
0rgasms,orgasm,,,1
5h17,shit,,,1
0rg@sm,orgasm,,,1
@55,ass,,,1
anal,anal,,,1
4skin,foreskin,,,1
69,69,,,1
a_s_s,ass,,,1
5h1t,shit,,,1
aboe,abo,,,1
